parser_version,uploader_version,source_name,target_redcap_name,update_mode,key_field,notes,source_present,suggested_target_redcap_name,suggested_target_redcap_label,match_score,match_method,match_status
v1.0.0,v1.1.0,streptomycin_high_level_synergy_interpretation_2,streptomycin_high_level_synergy_interpretation_2,update,FALSE,,NA,crf11_16o2_eii,16eii S/I/R Code :Organism 2- Streptomycin (High Level),96.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,doxycycline_mic_2,doxycycline_mic_2,update,FALSE,,NA,crf11_16o2_ui,16ri Minimum Inhibitory Concentration (MIC µg/ml):Organism 2 Doxycycline,69.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,doxycycline_interpretation_raw_2,doxycycline_interpretation_raw_2,update,FALSE,,NA,crf11_16o2_uii,16rii S/I/R Code :Organism 2- Doxycycline,123.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,doxycycline_interpretation_2,doxycycline_interpretation_2,update,FALSE,,NA,crf11_16o2_uii,16rii S/I/R Code :Organism 2- Doxycycline,109.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,gentamicin_mic_2,gentamicin_mic_2,update,FALSE,,NA,crf11_15o2_mi,15mi Minimum Inhibitory Concentration (MIC µg/ml): Organism 2- Gentamicin,73,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,gentamicin_interpretation_raw_2,gentamicin_interpretation_raw_2,update,FALSE,,NA,crf11_15o2_mii,15mii S/I/R Code: Organism 2- . Gentamicin,128,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,gentamicin_interpretation_2,gentamicin_interpretation_2,update,FALSE,,NA,crf11_15o2_mii,15mii S/I/R Code: Organism 2- . Gentamicin,114,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,tetracycline_mic_2,tetracycline_mic_2,update,FALSE,,NA,crf11_15o2_ui,15si Minimum Inhibitory Concentration (MIC µg/ml): Organism 2-  Tetracycline,69.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,tetracycline_interpretation_raw_2,tetracycline_interpretation_raw_2,update,FALSE,,NA,crf11_15o2_uii,15sii S/I/R Code: Organism 2-  Tetracycline,123.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,tetracycline_interpretation_2,tetracycline_interpretation_2,update,FALSE,,NA,crf11_15o2_uii,15sii S/I/R Code: Organism 2-  Tetracycline,109.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,ciprofloxacin_mic_2,ciprofloxacin_mic_2,update,FALSE,,NA,crf11_15o2_pi,15pi Minimum Inhibitory Concentration (MIC µg/ml): Organism 2- Ciprofloxacin,68.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,ciprofloxacin_interpretation_raw_2,ciprofloxacin_interpretation_raw_2,update,FALSE,,NA,crf11_15o2_pii,15pii S/I/R Code: Organism 2- Ciprofloxacin,122,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,ciprofloxacin_interpretation_2,ciprofloxacin_interpretation_2,update,FALSE,,NA,crf11_15o2_pii,15pii S/I/R Code: Organism 2- Ciprofloxacin,108,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,tigecycline_mic_2,tigecycline_mic_2,update,FALSE,,NA,crf11_16o2_pi,16pi Minimum Inhibitory Concentration (MIC µg/ml):Organism 2  Tigecycline,69.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,tigecycline_interpretation_raw_2,tigecycline_interpretation_raw_2,update,FALSE,,NA,crf11_16o2_pii,16pii S/I/R Code :Organism 2-  Tigecycline,123.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,tigecycline_interpretation_2,tigecycline_interpretation_2,update,FALSE,,NA,crf11_16o2_pii,16pii S/I/R Code :Organism 2-  Tigecycline,109.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,levofloxacin_mic_2,levofloxacin_mic_2,update,FALSE,,NA,crf11_15o2_qi,15qi Minimum Inhibitory Concentration (MIC µg/ml): Organism 2- Levofloxacin,68.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,levofloxacin_interpretation_raw_2,levofloxacin_interpretation_raw_2,update,FALSE,,NA,crf11_15o2_qii,15qii S/I/R Code: Organism 2- Levofloxacin,122,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,levofloxacin_interpretation_2,levofloxacin_interpretation_2,update,FALSE,,NA,crf11_15o2_qii,15qii S/I/R Code: Organism 2- Levofloxacin,108,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,nitrofurantoin_mic_2,nitrofurantoin_mic_2,update,FALSE,,NA,crf11_15o2_ri,15ri Minimum Inhibitory Concentration (MIC µg/ml): Organism 2- Nitrofurantoin,68.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,nitrofurantoin_interpretation_raw_2,nitrofurantoin_interpretation_raw_2,update,FALSE,,NA,crf11_15o2_rii,15rii S/I/R Code: Organism 2- Nitrofurantoin,122,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,nitrofurantoin_interpretation_2,nitrofurantoin_interpretation_2,update,FALSE,,NA,crf11_15o2_rii,15rii S/I/R Code: Organism 2- Nitrofurantoin,108,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,moxifloxacin_mic_2,moxifloxacin_mic_2,update,FALSE,,NA,crf11_16o2_ii,16ii Minimum Inhibitory Concentration (MIC µg/ml):Organism 2 Moxifloxacin,68.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,moxifloxacin_interpretation_raw_2,moxifloxacin_interpretation_raw_2,update,FALSE,,NA,crf11_16o2_iii,16iii  S/I/R Code :Organism 2- Moxifloxacin,122,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,moxifloxacin_interpretation_2,moxifloxacin_interpretation_2,update,FALSE,,NA,crf11_16o2_iii,16iii  S/I/R Code :Organism 2- Moxifloxacin,108,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,rifampicin_mic_2,rifampicin_mic_2,update,FALSE,,NA,crf11_16o2_ri,16ri Minimum Inhibitory Concentration (MIC µg/ml):Organism 2 Rifampicin,73,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,rifampicin_interpretation_raw_2,rifampicin_interpretation_raw_2,update,FALSE,,NA,crf11_16o2_rii,16rii S/I/R Code :Organism 2- Rifampicin,128,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,rifampicin_interpretation_2,rifampicin_interpretation_2,update,FALSE,,NA,crf11_16o2_rii,16rii S/I/R Code :Organism 2- Rifampicin,114,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,inducible_clindamycin_resistance_mic_2,inducible_clindamycin_resistance_mic_2,update,FALSE,,NA,crf11_16o2_ti,16ri Minimum Inhibitory Concentration (MIC µg/ml):Organism 2 Inducible Clindamycin resistance,60,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,inducible_clindamycin_resistance_interpretation_raw_2,inducible_clindamycin_resistance_interpretation_raw_2,update,FALSE,,NA,crf11_16o2_tii,16rii S/I/R Code :Organism 2- Inducible Clindamycin resistance,110.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,inducible_clindamycin_resistance_interpretation_2,inducible_clindamycin_resistance_interpretation_2,update,FALSE,,NA,crf11_16o2_tii,16rii S/I/R Code :Organism 2- Inducible Clindamycin resistance,96.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,trimethoprim_sulfamethoxazole_mic_2,trimethoprim_sulfamethoxazole_mic_2,update,FALSE,,NA,crf11_15o2_si,15si Minimum Inhibitory Concentration (MIC µg/ml): Organism 2-  Trimethoprim/ Sulfamethoxazole,54.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,trimethoprim_sulfamethoxazole_interpretation_raw_2,trimethoprim_sulfamethoxazole_interpretation_raw_2,update,FALSE,,NA,crf11_15o2_sii,15sii S/I/R Code: Organism 2-  Trimethoprim/ Sulfamethoxazole,106.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,trimethoprim_sulfamethoxazole_interpretation_2,trimethoprim_sulfamethoxazole_interpretation_2,update,FALSE,,NA,crf11_15o2_sii,15sii S/I/R Code: Organism 2-  Trimethoprim/ Sulfamethoxazole,92.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,erythromycin_mic_2,erythromycin_mic_2,update,FALSE,,NA,crf11_16o2_si,16ri Minimum Inhibitory Concentration (MIC µg/ml):Organism 2 Erythromycin,68.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,erythromycin_interpretation_raw_2,erythromycin_interpretation_raw_2,update,FALSE,,NA,crf11_16o2_sii,16rii S/I/R Code :Organism 2- Erythromycin,123.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,erythromycin_interpretation_2,erythromycin_interpretation_2,update,FALSE,,NA,crf11_16o2_sii,16rii S/I/R Code :Organism 2- Erythromycin,109.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,isolate_3,isolate_3,update,FALSE,,NA,crf11_10a_ci,Organism 3 ID,85.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,isolate_status_3,,update,FALSE,,NA,NA,NA,56.5,isolate_slot_semantics,left_unmapped_parser_metadata
v1.0.0,v1.1.0,selected_organism_3,,update,FALSE,,NA,NA,NA,60.5,isolate_slot_semantics,left_unmapped_parser_metadata
v1.0.0,v1.1.0,mcfarland_3,,update,FALSE,,NA,NA,NA,60,isolate_slot_semantics,left_unmapped_parser_metadata
v1.0.0,v1.1.0,id_card_3,,update,FALSE,,NA,NA,NA,67,isolate_slot_semantics,left_unmapped_parser_metadata
v1.0.0,v1.1.0,organism_origin_3,,update,FALSE,,NA,NA,NA,61.5,isolate_slot_semantics,left_unmapped_parser_metadata
v1.0.0,v1.1.0,identified_organism_3,identified_organism_3,update,FALSE,,NA,crf11_9bi,8e  Description of any organism by Gram stain - Organism 3,60.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,organism_probability_pct_3,,update,FALSE,,NA,NA,NA,52.5,isolate_slot_semantics,left_unmapped_parser_metadata
v1.0.0,v1.1.0,id_confidence_3,,update,FALSE,,NA,NA,NA,64.5,isolate_slot_semantics,left_unmapped_parser_metadata
v1.0.0,v1.1.0,cefoxitin_screen_mic_3,cefoxitin_screen_mic_3,update,FALSE,,NA,crf11_16o3_ai,16ai Minimum Inhibitory Concentration (MIC µg/ml):Organism 3 Cefoxitin Screen,72,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,cefoxitin_screen_interpretation_raw_3,cefoxitin_screen_interpretation_raw_3,update,FALSE,,NA,crf11_16o3_aii,16aii S/I/R Code :Organism 3- Cefoxitin Screen,126,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,cefoxitin_screen_interpretation_3,cefoxitin_screen_interpretation_3,update,FALSE,,NA,crf11_16o3_aii,16aii S/I/R Code :Organism 3- Cefoxitin Screen,112,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,clindamycin_mic_3,clindamycin_mic_3,update,FALSE,,NA,crf11_16o3_ji,16ji Minimum Inhibitory Concentration (MIC µg/ml):Organism 3 Clindamycin,68.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,clindamycin_interpretation_raw_3,clindamycin_interpretation_raw_3,update,FALSE,,NA,crf11_16o3_jii,16jii S/I/R Code :Organism 3- Clindamycin,125,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,clindamycin_interpretation_3,clindamycin_interpretation_3,update,FALSE,,NA,crf11_16o3_jii,16jii S/I/R Code :Organism 3- Clindamycin,111,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,ampicillin_mic_3,ampicillin_mic_3,update,FALSE,,NA,crf11_15o3_bi,15bi Minimum Inhibitory Concentration (MIC µg/ml): Organism 3- Ampicillin,74,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,ampicillin_interpretation_raw_3,ampicillin_interpretation_raw_3,update,FALSE,,NA,crf11_15o3_bii,15bii S/I/R Code: Organism 3- Ampicillin,126.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,ampicillin_interpretation_3,ampicillin_interpretation_3,update,FALSE,,NA,crf11_15o3_bii,15bii S/I/R Code: Organism 3- Ampicillin,112.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,linezolid_mic_3,linezolid_mic_3,update,FALSE,,NA,crf11_16o3_ki,16ki Minimum Inhibitory Concentration (MIC µg/ml):Organism 3  Linezolid,70,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,linezolid_interpretation_raw_3,linezolid_interpretation_raw_3,update,FALSE,,NA,crf11_16o3_kii,16kii S/I/R Code :Organism 3-  Linezolid,126.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,linezolid_interpretation_3,linezolid_interpretation_3,update,FALSE,,NA,crf11_16o3_kii,16kii S/I/R Code :Organism 3-  Linezolid,112.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,oxacillin_mic_3,oxacillin_mic_3,update,FALSE,,NA,crf11_16o3_ci,16ci Minimum Inhibitory Concentration (MIC µg/ml):Organism 3 . Oxacillin,71.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,oxacillin_interpretation_raw_3,oxacillin_interpretation_raw_3,update,FALSE,,NA,crf11_16o3_cii,16cii S/I/R Code :Organism 3- . Oxacillin,128,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,oxacillin_interpretation_3,oxacillin_interpretation_3,update,FALSE,,NA,crf11_16o3_cii,16cii S/I/R Code :Organism 3- . Oxacillin,114,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,daptomycin_mic_3,daptomycin_mic_3,update,FALSE,,NA,crf11_16o3_mi,16mi Minimum Inhibitory Concentration (MIC µg/ml):Organism 3 Daptomycin,73,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,daptomycin_interpretation_raw_3,daptomycin_interpretation_raw_3,update,FALSE,,NA,crf11_16o3_mii,16mii S/I/R Code :Organism 3- Daptomycin,128,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,daptomycin_interpretation_3,daptomycin_interpretation_3,update,FALSE,,NA,crf11_16o3_mii,16mii S/I/R Code :Organism 3- Daptomycin,114,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,gentamicin_high_level_synergy_mic_3,gentamicin_high_level_synergy_mic_3,update,FALSE,,NA,crf11_16o3_di,16di Minimum Inhibitory Concentration (MIC µg/ml):Organism 3 . Gentamicin (High level),63,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,gentamicin_high_level_synergy_interpretation_raw_3,gentamicin_high_level_synergy_interpretation_raw_3,update,FALSE,,NA,crf11_16o3_dii,16dii S/I/R Code :Organism 3- . Gentamicin (High level),113.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,gentamicin_high_level_synergy_interpretation_3,gentamicin_high_level_synergy_interpretation_3,update,FALSE,,NA,crf11_16o3_dii,16dii S/I/R Code :Organism 3- . Gentamicin (High level),99.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,vancomycin_mic_3,vancomycin_mic_3,update,FALSE,,NA,crf11_16o3_ni,16ni Minimum Inhibitory Concentration (MIC µg/ml):Organism 3 . Vancomycin,71.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,vancomycin_interpretation_raw_3,vancomycin_interpretation_raw_3,update,FALSE,,NA,crf11_16o3_nii,16nii S/I/R Code :Organism 3- . Vancomycin,126.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,vancomycin_interpretation_3,vancomycin_interpretation_3,update,FALSE,,NA,crf11_16o3_nii,16nii S/I/R Code :Organism 3- . Vancomycin,112.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,streptomycin_high_level_synergy_mic_3,streptomycin_high_level_synergy_mic_3,update,FALSE,,NA,crf11_16o3_ei,16ei Minimum Inhibitory Concentration (MIC µg/ml):Organism 3 Streptomycin (High Level),60,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,streptomycin_high_level_synergy_interpretation_raw_3,streptomycin_high_level_synergy_interpretation_raw_3,update,FALSE,,NA,crf11_16o3_eii,16eii S/I/R Code :Organism 3- Streptomycin (High Level),110.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,streptomycin_high_level_synergy_interpretation_3,streptomycin_high_level_synergy_interpretation_3,update,FALSE,,NA,crf11_16o3_eii,16eii S/I/R Code :Organism 3- Streptomycin (High Level),96.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,doxycycline_mic_3,doxycycline_mic_3,update,FALSE,,NA,crf11_16o3_ui,16ri Minimum Inhibitory Concentration (MIC µg/ml):Organism 3 Doxycycline,69.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,doxycycline_interpretation_raw_3,doxycycline_interpretation_raw_3,update,FALSE,,NA,crf11_16o3_uii,16rii S/I/R Code :Organism 3- Doxycycline,123.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,doxycycline_interpretation_3,doxycycline_interpretation_3,update,FALSE,,NA,crf11_16o3_uii,16rii S/I/R Code :Organism 3- Doxycycline,109.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,gentamicin_mic_3,gentamicin_mic_3,update,FALSE,,NA,crf11_15o3_mi,15mi Minimum Inhibitory Concentration (MIC µg/ml): Organism 3- Gentamicin,73,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,gentamicin_interpretation_raw_3,gentamicin_interpretation_raw_3,update,FALSE,,NA,crf11_15o3_mii,15mii S/I/R Code: Organism 3- . Gentamicin,128,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,gentamicin_interpretation_3,gentamicin_interpretation_3,update,FALSE,,NA,crf11_15o3_mii,15mii S/I/R Code: Organism 3- . Gentamicin,114,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,tetracycline_mic_3,tetracycline_mic_3,update,FALSE,,NA,crf11_15o3_ui,15si Minimum Inhibitory Concentration (MIC µg/ml): Organism 3-  Tetracycline,69.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,tetracycline_interpretation_raw_3,tetracycline_interpretation_raw_3,update,FALSE,,NA,crf11_15o3_uii,15sii S/I/R Code: Organism 3-  Tetracycline,123.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,tetracycline_interpretation_3,tetracycline_interpretation_3,update,FALSE,,NA,crf11_15o3_uii,15sii S/I/R Code: Organism 3-  Tetracycline,109.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,ciprofloxacin_mic_3,ciprofloxacin_mic_3,update,FALSE,,NA,crf11_15o3_pi,15pi Minimum Inhibitory Concentration (MIC µg/ml): Organism 3- Ciprofloxacin,68.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,ciprofloxacin_interpretation_raw_3,ciprofloxacin_interpretation_raw_3,update,FALSE,,NA,crf11_15o3_pii,15pii S/I/R Code: Organism 3- Ciprofloxacin,122,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,ciprofloxacin_interpretation_3,ciprofloxacin_interpretation_3,update,FALSE,,NA,crf11_15o3_pii,15pii S/I/R Code: Organism 3- Ciprofloxacin,108,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,tigecycline_mic_3,tigecycline_mic_3,update,FALSE,,NA,crf11_16o3_pi,16pi Minimum Inhibitory Concentration (MIC µg/ml):Organism 3  Tigecycline,69.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,tigecycline_interpretation_raw_3,tigecycline_interpretation_raw_3,update,FALSE,,NA,crf11_16o3_pii,16pii S/I/R Code :Organism 3-  Tigecycline,123.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,tigecycline_interpretation_3,tigecycline_interpretation_3,update,FALSE,,NA,crf11_16o3_pii,16pii S/I/R Code :Organism 3-  Tigecycline,109.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,levofloxacin_mic_3,levofloxacin_mic_3,update,FALSE,,NA,crf11_15o3_qi,15qi Minimum Inhibitory Concentration (MIC µg/ml): Organism 3- Levofloxacin,68.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,levofloxacin_interpretation_raw_3,levofloxacin_interpretation_raw_3,update,FALSE,,NA,crf11_15o3_qii,15qii S/I/R Code: Organism 3- Levofloxacin,122,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,levofloxacin_interpretation_3,levofloxacin_interpretation_3,update,FALSE,,NA,crf11_15o3_qii,15qii S/I/R Code: Organism 3- Levofloxacin,108,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,nitrofurantoin_mic_3,nitrofurantoin_mic_3,update,FALSE,,NA,crf11_15o3_ri,15ri Minimum Inhibitory Concentration (MIC µg/ml): Organism 3- Nitrofurantoin,68.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,nitrofurantoin_interpretation_raw_3,nitrofurantoin_interpretation_raw_3,update,FALSE,,NA,crf11_15o3_rii,15rii S/I/R Code: Organism 3- Nitrofurantoin,122,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,nitrofurantoin_interpretation_3,nitrofurantoin_interpretation_3,update,FALSE,,NA,crf11_15o3_rii,15rii S/I/R Code: Organism 3- Nitrofurantoin,108,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,moxifloxacin_mic_3,moxifloxacin_mic_3,update,FALSE,,NA,crf11_16o3_ii,16ii Minimum Inhibitory Concentration (MIC µg/ml):Organism 3 Moxifloxacin,68.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,moxifloxacin_interpretation_raw_3,moxifloxacin_interpretation_raw_3,update,FALSE,,NA,crf11_16o3_iii,16iii  S/I/R Code :Organism 3- Moxifloxacin,122,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,moxifloxacin_interpretation_3,moxifloxacin_interpretation_3,update,FALSE,,NA,crf11_16o3_iii,16iii  S/I/R Code :Organism 3- Moxifloxacin,108,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,rifampicin_mic_3,rifampicin_mic_3,update,FALSE,,NA,crf11_16o3_ri,16ri Minimum Inhibitory Concentration (MIC µg/ml):Organism 3 Rifampicin,73,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,rifampicin_interpretation_raw_3,rifampicin_interpretation_raw_3,update,FALSE,,NA,crf11_16o3_rii,16rii S/I/R Code :Organism 3- Rifampicin,128,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,rifampicin_interpretation_3,rifampicin_interpretation_3,update,FALSE,,NA,crf11_16o3_rii,16rii S/I/R Code :Organism 3- Rifampicin,114,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,inducible_clindamycin_resistance_mic_3,inducible_clindamycin_resistance_mic_3,update,FALSE,,NA,crf11_16o3_ti,16ri Minimum Inhibitory Concentration (MIC µg/ml):Organism 3 Inducible Clindamycin resistance,60,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,inducible_clindamycin_resistance_interpretation_raw_3,inducible_clindamycin_resistance_interpretation_raw_3,update,FALSE,,NA,crf11_16o3_tii,16rii S/I/R Code :Organism 3- Inducible Clindamycin resistance,110.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,inducible_clindamycin_resistance_interpretation_3,inducible_clindamycin_resistance_interpretation_3,update,FALSE,,NA,crf11_16o3_tii,16rii S/I/R Code :Organism 3- Inducible Clindamycin resistance,96.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,trimethoprim_sulfamethoxazole_mic_3,trimethoprim_sulfamethoxazole_mic_3,update,FALSE,,NA,crf11_15o3_si,15si Minimum Inhibitory Concentration (MIC µg/ml): Organism 3-  Trimethoprim/ Sulfamethoxazole,54.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,trimethoprim_sulfamethoxazole_interpretation_raw_3,trimethoprim_sulfamethoxazole_interpretation_raw_3,update,FALSE,,NA,crf11_15o3_sii,15sii S/I/R Code: Organism 3-  Trimethoprim/ Sulfamethoxazole,106.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,trimethoprim_sulfamethoxazole_interpretation_3,trimethoprim_sulfamethoxazole_interpretation_3,update,FALSE,,NA,crf11_15o3_sii,15sii S/I/R Code: Organism 3-  Trimethoprim/ Sulfamethoxazole,92.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,erythromycin_mic_3,erythromycin_mic_3,update,FALSE,,NA,crf11_16o3_si,16ri Minimum Inhibitory Concentration (MIC µg/ml):Organism 3 Erythromycin,68.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,erythromycin_interpretation_raw_3,erythromycin_interpretation_raw_3,update,FALSE,,NA,crf11_16o3_sii_v2,16rii S/I/R Code :Organism 3- Erythromycin,123.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,erythromycin_interpretation_3,erythromycin_interpretation_3,update,FALSE,,NA,crf11_16o3_sii_v2,16rii S/I/R Code :Organism 3- Erythromycin,109.5,isolate_slot_semantics,needs_review
